date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:51:10	2130/2130	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Mar%202023%2013:46:18%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/siteLOGO1-300x82.png	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/siteLOGO1-300x82.png	(from https://advanture.icu/dizoil/)
19:51:11	5053/5053	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Mar%202023%2013:46:16%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/siteLOGO1.png	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/siteLOGO1.png	(from https://advanture.icu/dizoil/)
19:51:13	126411/126411	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20May%202023%2019:50:12%20GMT	https://advanture.icu/dizoil/about/	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/about/index.html	(from https://advanture.icu/dizoil/)
19:51:14	121161/121161	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20May%202023%2019:50:13%20GMT	https://advanture.icu/dizoil/service/	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/service/index.html	(from https://advanture.icu/dizoil/)
19:51:15	123544/123544	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20May%202023%2019:50:15%20GMT	https://advanture.icu/dizoil/team/	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/team/index.html	(from https://advanture.icu/dizoil/)
19:51:16	10101/10101	---M-Z	200	added ('OK')	text/css	date:Fri,%2012%20May%202023%2012:40:40%20GMT	https://advanture.icu/dizoil/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from https://advanture.icu/dizoil/)
19:51:17	104098/104098	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20May%202023%2019:50:16%20GMT	https://advanture.icu/dizoil/service-details/	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/service-details/index.html	(from https://advanture.icu/dizoil/)
19:51:20	115345/115345	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20May%202023%2019:50:17%20GMT	https://advanture.icu/dizoil/projects/	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/projects/index.html	(from https://advanture.icu/dizoil/)
19:51:20	34103/34103	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20May%202023%2019:50:20%20GMT	https://advanture.icu/dizoil/404-2/	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/404-2/index.html	(from https://advanture.icu/dizoil/)
19:51:21	160271/160271	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20May%202023%2019:50:18%20GMT	https://advanture.icu/dizoil/career/	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/career/index.html	(from https://advanture.icu/dizoil/)
19:51:21	6181/6181	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2013:47:54%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/confident-businessman-at-construction-site-2021-09-24-04-10-45-utc-2-150x150.jpg	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/confident-businessman-at-construction-site-2021-09-24-04-10-45-utc-2-150x150.jpg	(from https://advanture.icu/dizoil/)
19:51:22	90718/90718	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20May%202023%2019:50:22%20GMT	https://advanture.icu/dizoil/blog/	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/blog/index.html	(from https://advanture.icu/dizoil/)
19:51:25	100095/100095	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20May%202023%2019:50:23%20GMT	https://advanture.icu/dizoil/faq/	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/faq/index.html	(from https://advanture.icu/dizoil/)
19:51:25	95418/95418	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20May%202023%2019:50:23%20GMT	https://advanture.icu/dizoil/2023/03/09/oil-and-innovation-how-research-and-development-are-driving-the-industry-forward/	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/2023/03/09/oil-and-innovation-how-research-and-development-are-driving-the-industry-forward/index.html	(from https://advanture.icu/dizoil/)
19:51:28	145270/145270	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Mar%202023%2012:42:21%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/bearded-smiling-system-administrator-is-working-wi-2022-01-18-23-57-33-utc-173.jpg	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/bearded-smiling-system-administrator-is-working-wi-2022-01-18-23-57-33-utc-173.jpg	(from https://advanture.icu/dizoil/)
19:51:28	105163/105163	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20May%202023%2019:50:26%20GMT	https://advanture.icu/dizoil/contact/	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/contact/index.html	(from https://advanture.icu/dizoil/)
19:51:29	1514/1514	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Mar%202023%2013:46:50%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/logoipsum-logo-5.png	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/logoipsum-logo-5.png	(from https://advanture.icu/dizoil/)
19:51:29	1541/1541	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Mar%202023%2013:46:52%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/logoipsum-216-1.png	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/logoipsum-216-1.png	(from https://advanture.icu/dizoil/)
19:51:29	186061/186061	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2013:47:53%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/crude-oil-storage-tank-terminal-port-oil-terminal-2023-01-24-13-09-14-utc-1.jpg	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/crude-oil-storage-tank-terminal-port-oil-terminal-2023-01-24-13-09-14-utc-1.jpg	(from https://advanture.icu/dizoil/)
19:51:30	1238/1238	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Mar%202023%2013:46:54%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/logoipsum-logo-2.png	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/logoipsum-logo-2.png	(from https://advanture.icu/dizoil/)
19:51:30	2810/2810	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Mar%202023%2013:46:55%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/logoipsum-logo-8-300x64.png	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/logoipsum-logo-8-300x64.png	(from https://advanture.icu/dizoil/)
19:51:31	1201/1201	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Mar%202023%2013:46:48%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/logoipsum-logo-10.png	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/logoipsum-logo-10.png	(from https://advanture.icu/dizoil/)
19:51:31	2060/2060	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Mar%202023%2013:46:45%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/logoipsum-logo-29.png	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/logoipsum-logo-29.png	(from https://advanture.icu/dizoil/)
19:51:37	287538/287538	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2013:47:00%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/top-view-of-oil-tank-2022-12-15-19-46-39-utc-1.jpg	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/top-view-of-oil-tank-2022-12-15-19-46-39-utc-1.jpg	(from https://advanture.icu/dizoil/)
19:51:38	189368/189368	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2013:47:40%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/discussing-manufacturing-issues-2021-09-24-03-35-13-utc-1.jpg	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/discussing-manufacturing-issues-2021-09-24-03-35-13-utc-1.jpg	(from https://advanture.icu/dizoil/)
19:51:41	153214/153214	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Mar%202023%2013:46:59%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/confident-businessman-at-construction-site-2021-09-24-04-10-45-utc-3-768x1024.png	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/confident-businessman-at-construction-site-2021-09-24-04-10-45-utc-3-768x1024.png	(from https://advanture.icu/dizoil/)
19:51:43	109896/109896	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2013:47:09%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/top-view-of-oil-tank-2022-12-15-19-46-39-utc-1-1024x683.jpg	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/top-view-of-oil-tank-2022-12-15-19-46-39-utc-1-1024x683.jpg	(from https://advanture.icu/dizoil/)
19:51:43	127601/127601	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2013:47:16%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/TeamMember01.jpg	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/TeamMember01.jpg	(from https://advanture.icu/dizoil/)
19:51:46	83318/83318	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2013:48:01%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/crude-oil-storage-tank-terminal-port-oil-terminal-2023-01-24-13-09-14-utc-1-1024x575.jpg	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/crude-oil-storage-tank-terminal-port-oil-terminal-2023-01-24-13-09-14-utc-1-1024x575.jpg	(from https://advanture.icu/dizoil/)
19:51:46	170133/170133	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Mar%202023%2013:47:07%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/BG-Worldmap-1024x627.png	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/BG-Worldmap-1024x627.png	(from https://advanture.icu/dizoil/)
19:51:47	74040/74040	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2013:47:30%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/oil-refinery-plant-from-industry-zone-oil-and-gas-2023-01-24-13-16-09-utc-1-1024x683.jpg	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/oil-refinery-plant-from-industry-zone-oil-and-gas-2023-01-24-13-16-09-utc-1-1024x683.jpg	(from https://advanture.icu/dizoil/)
19:51:48	58995/58995	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2013:46:31%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/Blog04-768x576.jpg	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/Blog04-768x576.jpg	(from https://advanture.icu/dizoil/)
19:51:48	64825/64825	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20May%202023%2019:50:48%20GMT	https://advanture.icu/dizoil/category/oil-harvest/	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/category/oil-harvest/index.html	(from https://advanture.icu/dizoil/)
19:51:49	0/0	---M--	200	added ('OK')	text/css	date:Sat,%2004%20Mar%202023%2009:54:30%20GMT	https://advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/lib/jeg-framework/assets/css/jeg-dynamic-styles.css?ver=1.2.9	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/plugins/jeg-elementor-kit/lib/jeg-framework/assets/css/jeg-dynamic-styles077c.css	(from https://advanture.icu/dizoil/)
19:51:50	61389/61389	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2013:46:32%20GMT	https://advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/Blog05-768x576.jpg	C:/My%20Web%20Sites/boo/advanture.icu/dizoil/wp-content/uploads/sites/13/2023/03/Blog05-768x576.jpg	(from https://advanture.icu/dizoil/)
